Pair;set;category;modality;traits;delta
62;b) complete dataset;resistant forms;none;tachresist_non;0.123975391
62;b) complete dataset;respiration;tegument;tachrespir_teg;0.067771546
62;b) complete dataset;respiration;gill;tachrespir_gil;-0.061805561
62;b) complete dataset;respiration;plastron;tachrespir_pls;-0.004261321
62;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.001704664
62;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
62;b) complete dataset;fecundity;< 100;fecund_less100;0.029573826
62;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.031179961
62;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.07623176
62;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.015477974
63;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.081686605
63;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.026743148
63;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.11856985
63;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.063626394
63;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.053460526
63;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.069263879
63;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.105991547
63;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.016732858
63;b) complete dataset;feeding habits;absorbers;tachfeed_abs;6.46E-05
63;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.090913885
63;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.102140645
63;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.049349744
63;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.047451026
63;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.007001647
63;b) complete dataset;feeding habits;predators;tachfeed_pre;0.021674606
63;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.001612081
63;b) complete dataset;locomotion;flier;tachloco_flr;-0.006236762
63;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.005127517
63;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.019189248
63;b) complete dataset;locomotion;crawler;tachloco_crw;-0.048682399
63;b) complete dataset;locomotion;burrower;tachloco_bur;-9.70E-05
63;b) complete dataset;locomotion;interstitial;tachloco_int;-0.001645006
63;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.070702181
63;b) complete dataset;locomotion;permanently attached;tachloco_pat;2.08E-05
63;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.013686896
63;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.084931452
63;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.071244556
63;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.143175017
63;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.00222673
63;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.000534179
63;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.040093914
63;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.144692707
63;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.001162791
63;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.039748796
63;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.000264689
63;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.015054792
63;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.010804237
63;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-7.66E-06
63;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.085454718
63;b) complete dataset;resistant forms;none;tachresist_non;-0.059588033
63;b) complete dataset;respiration;tegument;tachrespir_teg;0.170253306
63;b) complete dataset;respiration;gill;tachrespir_gil;-0.148959276
63;b) complete dataset;respiration;plastron;tachrespir_pls;-0.015815486
63;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.005478543
63;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
63;b) complete dataset;fecundity;< 100;fecund_less100;0.188729264
63;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.147025452
63;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.046262585
63;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.004558773
64;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.129735482
64;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.068121714
64;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.090865952
64;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.152479719
64;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.284685227
64;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.056376406
64;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.120051703
64;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.108257118
64;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.000295858
64;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.101086234
64;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.463104461
64;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.329424922
64;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.012121931
64;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.020920502
64;b) complete dataset;feeding habits;predators;tachfeed_pre;0.001209008
64;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.001055738
64;b) complete dataset;locomotion;flier;tachloco_flr;-0.006624826
64;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0
64;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.196488839
64;b) complete dataset;locomotion;crawler;tachloco_crw;0.035873913
64;b) complete dataset;locomotion;burrower;tachloco_bur;0.083880644
64;b) complete dataset;locomotion;interstitial;tachloco_int;0.145085589
64;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.061726481
64;b) complete dataset;locomotion;permanently attached;tachloco_pat;0
64;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.100926155
64;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.242917275
64;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.14199112
64;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.567745565
64;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.009474429
64;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.222714877
64;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.382493075
64;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.062159105
64;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.000181724
64;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.109277644
64;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0
64;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.202169846
64;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.083504357
64;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0.001099984
64;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.348292637
64;b) complete dataset;resistant forms;none;tachresist_non;-0.063718417
64;b) complete dataset;respiration;tegument;tachrespir_teg;-0.480923343
64;b) complete dataset;respiration;gill;tachrespir_gil;0.467532325
64;b) complete dataset;respiration;plastron;tachrespir_pls;-0.002151823
64;b) complete dataset;respiration;spiracle;tachrespir_spi;0.015542841
64;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
64;b) complete dataset;fecundity;< 100;fecund_less100;0.090232814
64;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.138407484
64;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.189336987
64;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.03930331
66;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.089327617
66;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.034611827
66;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.067521398
66;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.012805607
66;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.105240185
66;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.083950185
66;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.088286188
66;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.109576188
66;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.005831107
66;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.114160871
66;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.2244872
66;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.18760589
66;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.163784694
66;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.003733095
66;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.12729823
66;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.004751283
66;b) complete dataset;locomotion;flier;tachloco_flr;0.026541069
66;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.00526438
66;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.043870557
66;b) complete dataset;locomotion;crawler;tachloco_crw;0.264655444
66;b) complete dataset;locomotion;burrower;tachloco_bur;-0.147359915
66;b) complete dataset;locomotion;interstitial;tachloco_int;-0.04950176
66;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.057112435
66;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.001383774
66;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.005901803
66;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.10233532
66;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.108237123
66;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.016804257
66;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.048113154
66;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.002895218
66;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.222590888
66;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.146202298
66;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.001183766
66;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.027939982
66;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.071308225
66;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.085376106
66;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.152366138
66;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;8.63E-06
66;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.093417598
66;b) complete dataset;resistant forms;none;tachresist_non;0.331151211
66;b) complete dataset;respiration;tegument;tachrespir_teg;-0.210883481
66;b) complete dataset;respiration;gill;tachrespir_gil;0.127520277
66;b) complete dataset;respiration;plastron;tachrespir_pls;0.072662157
66;b) complete dataset;respiration;spiracle;tachrespir_spi;0.010701048
66;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
66;b) complete dataset;fecundity;< 100;fecund_less100;-0.154645055
66;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.093633366
66;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.058092983
66;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.002918706
67;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.000600231
67;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.112121418
67;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.045304514
67;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.158026164
67;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.16744438
67;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.057278649
67;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.045558622
67;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.179164407
67;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.002785897
67;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.01200222
67;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.121853913
67;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.143307056
67;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.052963207
67;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.064301791
67;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.012993786
67;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.005009824
67;b) complete dataset;locomotion;flier;tachloco_flr;0.032975707
67;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.009355223
67;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.007284882
67;b) complete dataset;locomotion;crawler;tachloco_crw;-0.034590749
67;b) complete dataset;locomotion;burrower;tachloco_bur;-0.061505302
67;b) complete dataset;locomotion;interstitial;tachloco_int;-0.028898165
67;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.108776832
67;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.000118218
67;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.032147596
67;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.14527959
67;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.177427186
67;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.234704906
67;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.057458573
67;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.158511432
67;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.055308888
67;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.019572815
67;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.002505613
67;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.024825133
67;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.039320692
67;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.110808534
67;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.06599168
67;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;2.15E-05
67;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.102034697
67;b) complete dataset;resistant forms;none;tachresist_non;0.057196361
67;b) complete dataset;respiration;tegument;tachrespir_teg;0.030032547
67;b) complete dataset;respiration;gill;tachrespir_gil;-0.174871244
67;b) complete dataset;respiration;plastron;tachrespir_pls;0.105456221
67;b) complete dataset;respiration;spiracle;tachrespir_spi;0.039382477
67;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
67;b) complete dataset;fecundity;< 100;fecund_less100;0.132737782
67;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.188185212
67;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.051503932
67;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.003943498
68;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.190289093
68;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.008836043
68;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.169630121
68;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.011822929
68;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.046979103
68;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.072069279
68;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.104847642
68;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.079757467
68;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.002471888
68;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.078185352
68;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.067019044
68;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.113405611
68;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.003317619
68;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.00026151
68;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.071859647
68;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.031486897
68;b) complete dataset;locomotion;flier;tachloco_flr;0.001013226
68;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000152201
68;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.041071607
68;b) complete dataset;locomotion;crawler;tachloco_crw;0.121992374
68;b) complete dataset;locomotion;burrower;tachloco_bur;-0.039923924
68;b) complete dataset;locomotion;interstitial;tachloco_int;-0.036015855
68;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.006210631
68;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000368619
68;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.03868771
68;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.229001265
68;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.267688975
68;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.105120006
68;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.02882446
68;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.256116359
68;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.020680799
68;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.235951265
68;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.035328693
68;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.002026753
68;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.002147715
68;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.133539312
68;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.009329855
68;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-4.73E-05
68;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.071890638
68;b) complete dataset;resistant forms;none;tachresist_non;-0.070931227
68;b) complete dataset;respiration;tegument;tachrespir_teg;-0.041749395
68;b) complete dataset;respiration;gill;tachrespir_gil;0.042205648
68;b) complete dataset;respiration;plastron;tachrespir_pls;0.004810352
68;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.005266606
68;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
68;b) complete dataset;fecundity;< 100;fecund_less100;0.022454642
68;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.039018485
68;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.007487237
68;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.024051079
70;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.029532174
70;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.01921911
70;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.05089492
70;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.002143636
70;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.031096319
70;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.029122716
70;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.014231718
70;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.016205322
70;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.002301474
70;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.017832957
70;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.004706616
70;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.09609161
70;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.037725305
70;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.002843555
70;b) complete dataset;feeding habits;predators;tachfeed_pre;0.065074448
70;b) complete dataset;feeding habits;parasites;tachfeed_par;0.001273169
70;b) complete dataset;locomotion;flier;tachloco_flr;-0.005964301
70;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.009683438
70;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.022936121
70;b) complete dataset;locomotion;crawler;tachloco_crw;-0.065356313
70;b) complete dataset;locomotion;burrower;tachloco_bur;0.009087338
70;b) complete dataset;locomotion;interstitial;tachloco_int;0.000940048
70;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.048710109
70;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.000669565
70;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.008691163
70;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.090382012
70;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.081690849
70;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.018448472
70;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.007668805
70;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.050740966
70;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.015448046
70;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.024350566
70;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.000239425
70;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.006494242
70;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.00609213
70;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.035237659
70;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.02136336
70;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;9.29E-06
70;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.035171015
70;b) complete dataset;resistant forms;none;tachresist_non;-0.021306008
70;b) complete dataset;respiration;tegument;tachrespir_teg;0.05060444
70;b) complete dataset;respiration;gill;tachrespir_gil;-0.02529959
70;b) complete dataset;respiration;plastron;tachrespir_pls;-0.013020148
70;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.012284702
70;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
70;b) complete dataset;fecundity;< 100;fecund_less100;0.011928453
70;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.069969733
70;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.066022491
70;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.015875695
75;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.046893508
75;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.025447674
75;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.068389313
75;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.046943479
75;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.030534
75;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.051067373
75;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.056030976
75;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.025570397
75;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.007614496
75;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.078255283
75;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.128979116
75;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.027274164
75;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.029712691
75;b) complete dataset;feeding habits;piercers;tachfeed_pie;0
75;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.030214383
75;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.010456426
75;b) complete dataset;locomotion;flier;tachloco_flr;-0.000922509
75;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.00028393
75;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.041924686
75;b) complete dataset;locomotion;crawler;tachloco_crw;0.061972313
75;b) complete dataset;locomotion;burrower;tachloco_bur;-0.057421649
75;b) complete dataset;locomotion;interstitial;tachloco_int;-0.009730348
75;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.035211185
75;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.000895236
75;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.002014328
75;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.068758871
75;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.0707732
75;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.183353729
75;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.010984846
75;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.007870359
75;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.059253773
75;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.085162689
75;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.000370261
75;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.000922509
75;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.019529814
75;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.007341709
75;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.031878327
75;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-8.57E-06
75;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.036963478
75;b) complete dataset;resistant forms;none;tachresist_non;0.06150867
75;b) complete dataset;respiration;tegument;tachrespir_teg;-0.166611187
75;b) complete dataset;respiration;gill;tachrespir_gil;0.171105125
75;b) complete dataset;respiration;plastron;tachrespir_pls;-0.002372167
75;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.002121771
75;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
75;b) complete dataset;fecundity;< 100;fecund_less100;-0.055949887
75;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.077513713
75;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.016842839
75;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.004720987
77;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.025027042
77;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.046624414
77;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.012513639
77;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.034111011
77;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.051776209
77;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.039526058
77;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.01278859
77;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.025038741
77;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.003935918
77;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.093998062
77;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.01460637
77;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.107114335
77;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.197445925
77;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.003298074
77;b) complete dataset;feeding habits;predators;tachfeed_pre;0.02875481
77;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.003247976
77;b) complete dataset;locomotion;flier;tachloco_flr;0.006039738
77;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000412022
77;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.116303001
77;b) complete dataset;locomotion;crawler;tachloco_crw;0.050454257
